temp,Time (days),"std, 0 uM, fluor AMC, rep 1","std, 0 uM, fluor AMC, rep 2","std, 0 uM, fluor AMC, rep 3","std, 1 uM, fluor AMC, rep 1","std, 1 uM, fluor AMC, rep 2","std, 1 uM, fluor AMC, rep 3","std, 2 uM, fluor AMC, rep 1","std, 2 uM, fluor AMC, rep 2","std, 2 uM, fluor AMC, rep 3","std, 3 uM, fluor AMC, rep 1","std, 3 uM, fluor AMC, rep 2","std, 3 uM, fluor AMC, rep 3","std, 4 uM, fluor AMC, rep 1","std, 4 uM, fluor AMC, rep 2","std, 4 uM, fluor AMC, rep 3","std, 5 uM, fluor AMC, rep 1","std, 5 uM, fluor AMC, rep 2","std, 5 uM, fluor AMC, rep 3","std, 6 uM, fluor AMC, rep 1","std, 6 uM, fluor AMC, rep 2","std, 6 uM, fluor AMC, rep 3","std, 7 uM, fluor AMC, rep 1","std, 7 uM, fluor AMC, rep 2","std, 7 uM, fluor AMC, rep 3","std, 8 uM, fluor AMC, rep 1","std, 8 uM, fluor AMC, rep 2","std, 8 uM, fluor AMC, rep 3","std, 9 uM, fluor AMC, rep 1","std, 9 uM, fluor AMC, rep 2","std, 9 uM, fluor AMC, rep 3","std, 10 uM, fluor AMC, rep 1","std, 10 uM, fluor AMC, rep 2","std, 10 uM, fluor AMC, rep 3","std, 11 uM, fluor AMC, rep 1","std, 11 uM, fluor AMC, rep 2","std, 11 uM, fluor AMC, rep 3","std, 12 uM, fluor AMC, rep 1","std, 12 uM, fluor AMC, rep 2","std, 12 uM, fluor AMC, rep 3","std, 13 uM, fluor AMC, rep 1","std, 13 uM, fluor AMC, rep 2","std, 13 uM, fluor AMC, rep 3","std, 14 uM, fluor AMC, rep 1","std, 14 uM, fluor AMC, rep 2","std, 14 uM, fluor AMC, rep 3","std, 15 uM, fluor AMC, rep 1","std, 15 uM, fluor AMC, rep 2","std, 15 uM, fluor AMC, rep 3","sample, A-AMC, 10 uM, rep A, live","sample, A-AMC, 10 uM, rep B, live","sample, A-AMC, 10 uM, rep C, live","sample, A-AMC, 10 uM, rep A, killed","sample, A-AMC, 20 uM, rep A, live","sample, A-AMC, 20 uM, rep B, live","sample, A-AMC, 20 uM, rep C, live","sample, A-AMC, 20 uM, rep A, killed","sample, A-AMC, 30 uM, rep A, live","sample, A-AMC, 30 uM, rep B, live","sample, A-AMC, 30 uM, rep C, live","sample, A-AMC, 30 uM, rep A, killed","sample, A-AMC, 40 uM, rep A, live","sample, A-AMC, 40 uM, rep B, live","sample, A-AMC, 40 uM, rep C, live","sample, A-AMC, 40 uM, rep A, killed","sample, A-AMC, 50 uM, rep A, live","sample, A-AMC, 50 uM, rep B, live","sample, A-AMC, 50 uM, rep C, live","sample, A-AMC, 50 uM, rep A, killed","sample, A-AMC, 60 uM, rep A, live","sample, A-AMC, 60 uM, rep B, live","sample, A-AMC, 60 uM, rep C, live","sample, A-AMC, 60 uM, rep A, killed","sample, A-AMC, 70 uM, rep A, live","sample, A-AMC, 70 uM, rep B, live","sample, A-AMC, 70 uM, rep C, live","sample, A-AMC, 70 uM, rep A, killed","sample, A-AMC, 80 uM, rep A, live","sample, A-AMC, 80 uM, rep B, live","sample, A-AMC, 80 uM, rep C, live","sample, A-AMC, 80 uM, rep A, killed","sample, B-AMC, 10 uM, rep A, live","sample, B-AMC, 10 uM, rep B, live","sample, B-AMC, 10 uM, rep C, live","sample, B-AMC, 10 uM, rep A, killed","sample, B-AMC, 20 uM, rep A, live","sample, B-AMC, 20 uM, rep B, live","sample, B-AMC, 20 uM, rep C, live","sample, B-AMC, 20 uM, rep A, killed","sample, B-AMC, 30 uM, rep A, live","sample, B-AMC, 30 uM, rep B, live","sample, B-AMC, 30 uM, rep C, live","sample, B-AMC, 30 uM, rep A, killed","sample, B-AMC, 40 uM, rep A, live","sample, B-AMC, 40 uM, rep B, live","sample, B-AMC, 40 uM, rep C, live","sample, B-AMC, 40 uM, rep A, killed"
22.8,0.06962963,0.596332012,0.88347465,1.180218517,10.60021814,11.30776099,10.57316577,21.23200993,21.15340224,21.31324131,30.95144021,30.6618474,31.1264353,41.38934221,40.77958146,40.73245408,51.2101054,50.64806385,51.2639008,60.5746216,60.61102223,61.11294128,71.26648209,70.5488268,70.69685387,80.5519222,81.35986104,81.31587021,91.38305323,90.55131715,90.59672447,100.9267033,101.4252137,101.4644054,110.6390451,110.603417,110.8992645,121.135824,121.4704705,120.5658224,131.3984212,131.3785183,131.2539948,140.5897645,140.9296104,140.6466061,151.2395123,151.0429841,151.0722955,0.388143932,0.684879991,0.186630792,-0.132264834,1.278570763,1.271959345,1.029897247,-0.180949835,1.684663052,1.391442638,1.136135525,0.119318452,2.328784703,1.685482165,2.431127027,0.329488959,1.985205992,2.792654664,1.938240976,0.306135513,2.723542783,2.430885934,2.752405077,0.216145608,2.893313611,3.190524508,2.999641249,-0.319085352,2.671276058,2.907444909,3.492966978,0.011531649,0.788287069,0.234212532,0.876183307,-0.234974286,0.853301574,1.53919814,1.38729334,0.304400204,0.990709413,1.205959422,1.575072885,0.155967129,1.468276224,1.2553839,1.499189891,-0.19653488
22.7,0.076574074,0.538442195,1.194997587,1.228942336,11.13266607,11.30362225,10.77709378,21.29490972,21.07020283,21.2588242,30.98020887,30.55165384,31.42413231,40.71262533,40.68090715,41.49785692,50.71598808,51.42411484,50.74838634,61.38181111,61.38954199,61.33856902,71.40309031,70.62142544,70.88787034,80.56157119,81.02526538,80.57206603,91.46940471,90.72658348,91.33382573,101.0035872,101.0270114,101.0702612,110.9958732,111.4159589,111.3292351,120.7971642,121.114882,120.6536857,130.8252196,131.2612804,131.0624017,141.1291617,141.3765672,140.6828754,150.9378197,150.8522861,150.5463862,0.279258486,0.19957877,0.370928107,-0.299663463,1.14003945,1.172220311,0.780461427,-0.321794837,2.266904163,1.355608905,1.817809326,0.489165698,1.697119861,2.048311892,2.546309642,-0.454577201,2.983639274,2.930831243,2.909640975,0.060937022,2.423428478,2.715946087,2.389185549,-0.441628052,3.093713461,2.827463384,3.026264973,0.100735821,3.442428671,3.296993874,2.96539741,0.224388484,0.305023256,1.124368102,0.453510901,-0.195378412,0.741198964,1.176002322,1.389063134,0.332069858,1.281625339,1.222808566,1.990382245,-0.051106549,2.329936743,2.319604359,1.428352336,0.115309513
22.6,0.083518519,0.943617597,0.752034675,1.141356255,11.30102297,10.90124139,10.83876076,20.53260697,21.27323798,20.81518141,31.29102673,31.3030946,30.55974245,41.2555464,41.49085811,40.89367171,50.5906944,51.48257361,50.69191646,61.36996817,60.69773843,60.91882658,70.87767678,70.78401412,70.99363903,81.23720843,81.4859944,80.8496169,91.09311319,90.58257539,91.49380014,100.7380625,101.1689302,100.9014733,110.7583979,111.4204073,110.9956223,120.8837789,120.8007239,120.8743142,130.7372342,131.4210634,131.3636988,140.7942394,141.0405201,140.6520044,150.9703215,150.5488928,150.5677706,0.456060803,0.348524315,1.049710409,0.489192128,1.780178383,1.076301583,1.376329811,0.149598794,1.487853041,1.846746053,1.713545707,-0.05958621,2.598836611,2.790056699,2.648776589,0.258769263,2.974879939,2.915881785,2.475265874,-0.175961003,2.673808921,3.437997956,2.720650362,0.395520687,3.723540497,3.25195225,3.722563348,0.350754187,3.999266103,4.199438978,3.239647534,-0.422936149,0.879618609,0.574694888,0.248656029,0.137851171,0.789688742,0.987711978,1.012007295,0.212462488,1.178157017,1.795957629,1.705891852,-0.149924261,2.093549365,1.668016984,2.345901117,0.375955091
22.6,0.090462963,1.435555045,0.893182504,0.553870396,11.34561934,10.83068542,11.19776943,20.83315111,21.24649375,20.95209996,31.41065514,30.68635862,31.46695559,40.55166607,41.1043654,41.44406234,51.30715598,51.15043306,50.75146995,61.05779273,60.67104475,60.68516279,70.86480574,71.36798434,71.02929186,80.66228525,81.38776416,80.66468247,91.23579936,91.44698897,90.97363106,101.2334254,100.9359922,101.4571654,110.505166,111.1882624,111.0053132,120.7066135,121.4740761,120.7105178,130.5488055,131.3453133,130.8864943,140.6810471,141.3285805,141.4681588,151.1851617,150.85476,151.2758621,1.184221997,0.548296024,0.944528044,-0.051469496,1.547122504,1.304596702,1.022730664,0.158313606,2.006020124,2.235957948,2.22611493,0.486688876,2.154480506,2.476304469,3.033189953,0.318574056,2.599268903,3.332476337,3.269736584,0.389331114,3.588958069,3.649375499,3.789252119,0.010713097,3.30393524,3.885756232,3.849637575,-0.324807419,4.053116305,4.246265174,3.73661185,-0.261050742,1.260906685,0.542842963,0.330858946,0.175958306,1.787679685,1.835020783,1.452479939,0.218096305,1.825253269,1.334160221,2.107480853,0.538455424,2.509080486,2.273339956,2.424637764,-0.061246428
22.5,0.097407407,0.973614885,0.63149111,0.939393451,11.37600027,11.46558756,11.07918487,20.83781118,21.38514249,20.85635406,30.74034455,31.05196924,30.81628973,40.82905751,40.68405787,41.48151577,51.04064758,51.28888252,51.3675188,61.47767967,60.62107767,61.10956501,71.38916787,70.81853977,71.33813097,80.76618605,81.48706993,80.87686631,90.7919765,90.71040837,90.78403708,101.0965258,101.4353668,100.8403395,110.7212808,111.1467008,110.8360853,121.3301097,121.0757096,120.7433126,130.5902881,130.5045384,130.6485149,141.4017065,141.0848709,141.100083,150.7021233,150.5953091,150.7857323,0.460299259,1.114144214,1.281845537,-0.401062658,1.312180356,2.018604354,1.253665809,0.325538412,2.697427858,1.977400812,2.326694566,0.507234399,2.331856255,2.670121109,2.528638535,-0.075497787,3.337662458,3.51816064,3.503220504,-0.31793273,3.859648943,3.29910518,3.681939808,0.147380561,3.917641878,4.1927133,3.545393299,-0.381349242,4.774065985,4.445411322,4.202794201,0.308223357,0.383572353,1.323786892,0.817273087,0.500558886,1.422183342,1.43479877,1.93817719,0.448547335,2.280098756,1.795153312,2.215994617,0.481773861,2.209097836,2.346163086,2.450967559,-0.051297669
22.5,0.104351852,1.335392434,0.549138594,1.327702975,10.72728191,11.27290356,10.55009364,21.21498719,20.99408108,21.33311623,30.8572974,31.35531765,31.37522482,40.53969859,40.54716355,40.99500624,51.06789694,50.63668681,50.58940035,61.09138644,60.62286118,61.30481575,71.30711311,70.58734408,70.68933537,81.02635144,81.05964499,80.56901294,90.59145221,90.9171963,90.75892928,101.0917711,100.822708,101.2237367,111.2017275,111.3014715,110.6055429,120.996895,120.7175577,120.5840922,130.6215874,131.2441814,131.0656625,140.9748069,141.0004914,140.8487531,150.7294836,150.5066361,151.3992244,1.285479375,0.609182945,1.043636638,-0.375217804,1.432604827,2.11503427,1.613095916,0.435994436,2.29698973,2.322539731,2.67725067,-0.417945289,3.222345902,2.879006555,2.562830339,0.017416282,3.8847046,3.254238127,3.810328967,-0.109203035,3.768796715,3.882926813,3.878047001,0.405334457,4.353799586,4.278209765,4.321516834,-0.401520384,4.29515546,4.985633065,4.803898132,-0.200930487,0.766017694,0.789288098,0.83271741,-0.3915139,1.304703336,1.088736875,1.630610491,0.149132873,1.942217508,2.141366895,1.886436596,0.181596333,2.776405438,2.48623276,2.312077231,0.493571464
22.4,0.111296296,0.523570968,1.31545567,0.537893895,10.76158066,10.57677977,11.43668335,20.85871155,21.30882758,21.12458377,31.17699436,30.60352536,30.52807688,40.74862218,41.07367272,41.46278697,50.93255976,51.27584514,50.63195752,60.53941971,60.85068178,60.71351434,71.40157546,70.63546703,70.59723483,81.13298645,81.24140391,81.41921519,90.52214291,90.84744905,90.71071702,100.9171554,100.5409249,100.8867521,110.667709,110.8106955,111.3734174,121.4059772,120.9011177,121.2491235,131.2049907,131.0534617,131.296821,141.3517641,140.6791144,141.2059529,150.7329093,151.2148629,151.1145049,0.698290399,1.321703955,1.212811594,-0.425194763,1.979061303,2.169661715,2.003011341,-0.19659753,2.297073297,2.111660717,2.903210395,-0.111880994,3.066480772,3.544507339,3.641344179,0.112660404,3.393023409,3.91793804,3.342137145,-0.139878303,3.821015966,4.281467515,4.249949489,-0.011556832,4.255587699,4.91660993,4.656943465,0.33961361,5.406986305,5.090783081,4.552499548,0.362335073,1.049310053,1.427035261,0.658855023,-0.089402723,1.171620561,1.790417066,1.876446541,0.295210245,2.199909488,2.090041484,2.265550574,0.49162793,2.981515896,3.159893137,2.924418811,0.621809496
22.4,0.118240741,1.04216274,0.991869365,1.461432489,10.93854409,11.38431237,10.64349594,20.97279271,20.87333825,21.0917977,30.57695967,31.34527213,31.3083569,41.31017418,41.20429539,40.95768161,50.82989949,51.06728601,51.37404649,60.84037549,61.41038691,61.49228749,70.53479746,71.49603106,70.61792323,81.06254708,81.12210448,81.03722665,90.86644967,90.97222317,91.15146197,100.7351324,100.5523571,100.6240306,110.693538,111.3624222,110.6997101,121.443423,120.8684542,121.1414215,130.6015639,130.8374156,131.4917086,141.193723,141.288767,140.9869779,150.519769,151.331303,151.182592,1.108805706,1.41329246,1.329897198,0.411757071,1.877953847,2.023936034,2.465924346,0.233525823,2.65547621,2.38850929,2.6577582,0.134252042,2.89436884,3.284263818,3.011903977,-0.406719002,4.046072743,4.193342953,4.256661857,0.048042034,4.673283091,4.021814288,4.351001683,-0.255882208,5.215295113,4.498297523,4.659047823,-0.068721092,4.783383429,5.679372432,5.547632481,0.019859114,0.570585249,0.764195378,0.987373952,0.137334873,2.074189354,1.6680272,1.783643197,0.006614405,2.61772934,2.863546049,2.451299725,0.704081632,2.394100754,2.781659603,2.760272059,0.373188938
22.3,0.125185185,0.64056684,1.177889381,1.136367986,10.98514508,10.74427163,11.01225429,20.92800185,21.32018802,20.99514895,30.64375668,30.93775515,31.23295868,40.55178208,41.40268439,40.91304087,51.37702116,50.66430921,50.67256622,60.67297386,60.65618081,60.99727989,71.070863,70.89018679,71.36164342,80.83679506,80.67481324,80.66147655,91.22130567,90.58550009,91.22892329,101.2893896,100.8991742,101.4414101,110.8230027,110.6117573,110.6383711,121.4797278,120.8525011,121.464674,130.8233903,130.9122966,131.0890603,140.9116584,140.7940061,141.2304564,150.8295519,151.0514455,151.4591553,1.127541295,1.602735879,0.992465707,-0.362975203,1.589374465,1.811316249,2.527134341,-0.350656354,3.085108071,2.508452403,2.487235784,-0.360611045,3.939294091,3.755649023,3.995370903,0.11982744,3.683824081,4.584777931,4.551687517,-0.14252203,5.109944306,4.302655391,4.759513771,0.341822892,4.753448751,5.308646013,5.622108339,-0.289665077,5.143862186,5.338703984,5.275390966,-0.08932111,0.845629219,1.558361788,0.866327356,0.397253204,1.812731861,2.258201161,2.31422508,0.181085134,2.080030145,2.768632418,2.264534645,0.51159125,2.528219263,3.42573421,3.471143591,-0.002831797
22.3,0.13212963,0.987661445,0.609209657,1.288678428,10.87214286,11.03863759,10.82904241,20.84270673,20.7434944,20.86225494,31.07488738,30.87997917,31.29452044,40.80844438,40.90577091,40.78158043,51.16140799,51.23911369,51.12663233,60.54530453,60.89638055,60.88305241,71.12617117,70.80629352,71.26534557,81.46613183,80.57210656,80.65329819,91.36018362,91.34219379,91.39371694,101.0060525,101.2140616,101.0510284,111.2212764,111.301016,110.8591016,121.2048291,120.6583532,120.6617998,131.4594087,131.30665,130.5838582,141.4835728,140.594055,141.1634564,151.4396425,151.2948802,150.9927308,1.573003052,1.387249834,1.290833233,0.396715601,2.003391455,1.904953604,2.33524912,-0.345216819,3.408099094,3.465241825,2.587959131,0.165365567,3.625264701,4.235853095,4.106554027,0.258103477,4.836415209,3.963451446,3.973312813,-0.023405525,5.160741461,4.938514024,5.046915118,0.282321057,5.111144727,5.840470143,5.790034948,0.390008832,5.862035586,5.738182172,5.988467594,-0.275496218,1.180873157,1.083595126,1.070707174,0.269576596,2.392171311,2.269600171,2.431327649,-0.198236283,3.07504872,2.394754063,2.509858629,0.438393489,3.115346964,3.566010969,2.930571858,0.729674817
22.3,0.139074074,0.533226358,1.496190167,0.835904881,10.61766508,11.04048133,10.930921,21.49430655,21.40009726,20.80881144,31.39331303,31.18220953,31.34238097,40.93023672,41.4196425,40.89870006,50.54429199,50.83268833,50.83473422,60.82081017,60.89229262,60.69220861,71.03091861,71.27110327,71.16816961,81.34204845,80.52069762,81.02415963,91.46391392,90.92459243,90.95290709,101.1644533,101.4365342,100.5371917,111.1707059,111.102005,111.1235926,121.3674705,120.8376991,120.8573021,130.7338316,130.9678894,130.5857909,140.6472511,141.3483694,141.002355,150.8136515,150.5140486,150.5073485,1.317513909,1.224214088,1.20958264,-0.257713741,2.628454923,2.817504922,2.473301281,0.234548236,3.676335748,2.723813146,3.692040022,0.101283252,3.980927674,3.930835063,4.123303743,0.263931181,5.079565108,4.155474813,4.808558735,-0.263391462,4.899764095,5.691852442,5.680493222,-0.268180141,6.135922632,5.357809989,5.326872157,0.312322575,6.016932726,6.042700377,6.606105068,0.207948657,1.644112398,1.589092064,1.146631233,0.461448375,2.073174311,2.384181055,2.160275126,-0.098785842,3.155489348,2.410734892,2.739544325,0.07930924,3.266079686,3.522033598,3.090709595,0.021490547
22.3,0.146018519,0.946694903,1.140476528,0.706276634,10.91831992,11.1050073,11.16284256,20.67422578,21.30704441,20.9986388,30.96829368,30.84885846,30.70527906,41.33085981,40.66471264,41.48847746,50.5055049,50.79660962,50.53629692,61.23042153,60.53436269,61.29767123,71.25047343,71.30621478,71.0040625,81.06025611,81.35224094,80.6169417,91.21712115,91.01863124,90.83541231,100.6751272,100.7530364,101.4722994,111.2277686,110.8625125,111.3973441,120.8835242,120.5825195,120.5569988,130.896918,130.8631958,130.9823061,140.7690731,141.2750805,141.1257785,150.6657312,150.7792117,151.402811,0.901863679,0.838177527,1.259822799,0.1380007,2.472218477,2.890612919,2.043566995,0.522180486,2.876236663,3.35856823,2.986654109,0.182817423,3.888259943,4.652646364,3.890475343,-0.296211724,5.302868959,4.58073163,5.197473468,0.399532092,5.326681297,5.530748796,5.062312015,0.046884726,6.350184675,6.37517858,5.63097317,0.120993867,6.804449702,6.909842421,6.594067329,-0.033667883,1.723971448,1.189613687,1.633523943,-0.128127956,2.617359888,2.02130731,2.113315772,-0.045507786,2.793581923,2.78904809,2.510247704,0.399302954,3.497432052,3.165546416,3.790644007,0.554875722
22.3,0.152962963,1.031996015,0.839061419,0.527798116,10.94952213,10.84417554,10.5848181,21.41038356,21.41486468,20.58375619,31.02357189,31.36984133,30.55249452,41.20896668,40.87159287,41.38414146,50.89345909,50.99364987,50.85725259,61.02598003,61.36181145,60.86935653,70.78559532,70.78896369,70.90228643,80.74380944,81.31826592,81.3892119,91.27822743,90.64550427,91.00862285,100.6359285,100.9505962,101.4703254,111.1272037,111.3616955,110.8682989,120.6101908,120.824618,121.0600283,131.3657391,131.1024975,131.0070087,141.1465547,141.0449573,140.9036188,151.1383784,150.8482696,151.3772456,1.652040843,1.702872511,1.099101319,-0.048685601,2.226606653,2.972343588,2.103987509,0.133603427,3.153032095,3.411385927,3.311461853,0.011758938,4.010201409,4.755942303,4.20680361,0.493624918,4.673523016,5.398609677,5.444192503,0.205232071,5.909659066,5.644542179,6.106765734,-0.354232283,6.484152375,6.462929115,5.919296878,-0.179475615,6.489485534,6.339409047,7.090315652,-0.407621895,1.322695112,1.197271924,1.673611313,0.289529982,2.075322983,2.223874097,2.363029737,0.029505006,2.926210648,3.430106168,3.41734894,0.266835537,4.155101559,3.443749263,3.666629749,0.342000259
22.3,0.159907407,0.686743852,1.477212646,1.036768463,10.87795443,11.25158326,11.31403359,21.16700954,20.97995371,21.39937534,31.24400361,30.54578118,31.13307609,41.45072456,41.42870779,40.67085192,51.09331933,51.23203679,51.06657875,60.86908315,61.32458482,60.91709668,70.78217371,70.75249912,71.15745298,80.51742266,80.72644746,81.19026333,90.9760866,91.33669477,91.26483828,100.8099362,100.7876303,100.6121707,110.8076008,111.3906777,111.4233109,120.7858687,121.0203439,120.6830297,131.1294645,130.9282415,130.8265248,140.836628,141.1084851,141.4427536,151.1739184,151.265655,151.4195227,1.807568206,1.20019592,1.692037972,0.442788586,3.132515291,2.719506819,3.091311751,-0.117142675,3.726610249,3.927805267,3.221052916,0.072722188,4.500190061,5.007497845,4.448990977,0.506886621,5.125442191,5.793743613,4.907329617,0.06651047,6.129971698,5.834960177,6.284592652,-0.278370029,6.879178746,6.117374761,6.619542901,-0.296896597,7.500153407,7.37577418,7.485970264,-0.189717093,1.283124646,1.27429241,1.661600635,0.062001266,2.497453827,2.685193642,2.585461186,0.647283439,2.843730911,3.129821266,3.192024473,-0.02161556,3.736295786,3.448955779,3.706605113,0.714485227
22.3,0.166851852,0.992652538,0.535690978,1.48522851,10.88948849,10.98972039,10.66558087,21.31532094,20.63641757,21.35946567,30.60238113,30.71075921,31.23857191,41.31612773,40.94331412,40.78300402,51.38808759,51.26221754,50.96442555,61.00606814,60.9093221,61.23085126,71.47606837,70.50595508,70.94017085,81.00818729,80.90487467,80.87266753,91.19820651,90.87136687,90.83577709,100.8579098,101.2076392,101.1245582,111.105108,111.4480618,110.6694943,121.0700078,120.6977073,120.5888385,131.4563452,131.0093126,130.7462907,141.1994686,140.9141517,141.1884742,150.6398031,151.0690614,151.059837,1.706903758,1.269106552,1.711980633,0.107754538,2.426325443,3.258157551,2.89074527,0.515577745,3.399689174,3.727321861,3.68814125,0.222716354,4.301082074,4.277161797,5.051094269,0.53574812,5.822392076,5.46595117,5.593917212,0.35178184,5.802686487,6.198555454,6.311084705,0.357060412,7.329211938,6.958392203,6.552183016,-0.347562163,6.9420044,7.807505053,7.914332611,-0.062809889,1.597956104,1.007713616,1.139755474,-0.096839077,2.226186763,2.950797906,2.876737955,0.652000799,2.929565371,3.417239259,2.962942636,0.037997178,4.424106348,4.170331706,3.743554532,0.473027908
22.3,0.173796296,0.690543931,1.02745132,0.921647569,11.17776793,10.64207405,11.18628617,21.14037268,20.85269062,21.37361839,30.82767002,31.16013988,31.1792527,41.23633626,41.14381647,40.98491838,50.84335971,51.27499161,51.16845847,61.10102418,60.75330101,61.48556004,71.27542554,70.5784673,70.55259211,81.30746941,80.84842678,80.52230317,91.37394057,90.68924928,90.52474072,100.571688,100.7300527,101.4515506,111.0042071,110.6511686,110.9123963,121.4808533,120.6768205,120.9335185,131.0175391,130.7337168,131.1269119,141.1801297,141.0459456,140.7673714,151.4488752,150.5102243,150.5100223,1.398065842,1.508803827,1.390102992,-0.203355561,3.366463225,3.285296343,3.017446263,-0.203970749,4.36161315,3.983402049,3.575530237,0.334501819,4.735206444,5.391182418,4.921226702,-0.005774427,5.796999997,5.327805451,5.654105824,0.459245176,6.50076798,6.221764108,6.588053376,-0.329836,7.417353279,6.65862423,7.547289954,0.143599211,7.46434457,8.160463791,7.230667243,0.245773038,1.409174756,1.060838074,1.948262842,-0.315681638,2.560609808,2.780267252,2.802249773,-0.136174952,3.023302769,3.814761557,3.287670365,0.440807887,4.293588856,3.696171997,4.363902112,0.315666226
22.3,0.180740741,0.967548851,1.014669006,0.538563814,10.83300124,11.45671798,11.21060454,20.8434086,21.40545706,20.75645838,31.36250351,30.96523361,30.96304751,40.88000176,40.70302365,40.86344931,50.50309067,51.28463755,51.41227349,61.01464219,61.31325278,60.72527352,70.58329857,70.75706529,70.61392028,81.40788072,81.26070676,81.16094503,90.88678471,90.82379564,90.7012172,100.9010237,101.2769466,101.4053514,110.5957093,110.8370298,111.3657702,121.3561743,120.5067819,121.3895611,130.8585962,130.5669144,131.2838189,140.7937994,140.8024248,141.4904719,151.2084894,151.0191437,151.0333566,1.492607677,1.55508355,1.957558113,0.117281887,2.774709998,2.804981764,2.529721478,0.054527074,4.133950812,4.030051237,4.372724814,0.446327891,4.823375437,4.888224823,4.860945357,0.404331633,6.516868639,5.689415819,5.949737034,0.076056642,6.940243963,6.295986848,6.572779816,-0.060391781,7.568205656,7.014488877,7.490470411,-0.034358642,7.654612087,8.185573865,7.692251054,0.494024273,1.588045065,1.152484581,1.352333693,0.396374484,2.799007704,3.128169534,2.498914603,0.692384729,3.916068738,3.181997539,4.111216904,0.696021429,4.814874421,4.511200224,4.017677144,0.324263035
22.3,0.187685185,1.085345712,0.919507241,0.843837344,11.27726171,11.42236669,11.26627693,20.85143466,21.10404207,20.68812432,30.835546,30.8215698,30.92493951,41.36041455,40.64544937,40.94713681,51.18062754,50.73409089,50.83105648,61.22456125,61.393376,60.51684765,71.26576453,71.36042007,71.15756718,81.1261362,80.69829236,80.55509094,90.91367719,90.66759876,91.20520405,100.9019946,100.6555485,101.3418934,110.880498,110.5506252,110.8525736,121.2322973,121.3469834,120.5671312,131.1185106,130.9091841,131.0641078,140.6357046,141.2740116,140.8146563,150.8922054,150.7713517,151.0317585,1.361804128,2.098736939,1.902697823,0.165140238,2.803968484,2.720510247,3.276357129,0.509788987,4.403563037,3.902784687,4.454559532,0.116803143,5.104868294,4.879418934,5.474391537,0.153682753,5.803968538,5.981428943,6.073922743,0.289223324,7.135533944,6.998629276,6.89224923,-0.237292235,7.654221056,7.442239684,8.140055156,0.141877004,8.343425279,8.045999485,8.098516494,0.017046671,1.610453794,1.492696343,2.101074553,0.100083616,3.221257919,2.736059773,2.454588494,0.166780287,3.26508583,3.525541116,3.58037571,0.528776796,4.336212113,4.814495062,4.349128814,0.559365879
22.3,0.19462963,0.831172786,0.570236344,0.55746659,10.59550768,11.10597033,11.29667664,20.52622572,20.5934805,21.18703836,30.69750453,31.04648553,31.31887195,41.20738374,41.02064726,41.08787932,51.36210919,50.99742461,51.20468206,60.97659664,61.17009674,60.91886314,70.52520439,70.52397046,71.36459308,81.42130825,80.52721327,80.83305539,91.05138258,91.10837264,91.1326636,101.409689,100.5218901,101.3103829,111.0572501,111.2217441,110.5811182,120.8019419,120.7569059,121.429506,130.6612697,131.0838646,131.2983146,140.8630677,141.4460458,140.7957384,150.8158078,150.5063509,150.6552951,1.740909095,1.772038482,1.782221709,-0.3889789,3.377836228,3.022619579,3.120664984,-0.009909132,4.206585366,4.795907607,4.4694588,0.417085874,5.911226684,5.221211883,5.320104719,-0.058679741,6.090942724,6.237877225,6.79805815,-0.268181085,7.542247102,6.988095463,7.273746286,0.500574918,8.234299476,8.50388872,8.482338672,0.449482062,8.33899153,8.616555089,8.591072202,0.163266825,1.660681991,1.237022084,1.30298029,0.005290443,2.616024832,3.015418649,3.193648597,0.149698552,3.894261461,4.330708692,3.525927994,0.280840948,4.225144095,4.393161491,4.177211618,0.637162778
22.3,0.201574074,0.629460857,1.091626424,0.753536545,10.62448136,11.36974654,10.93323302,21.10087553,21.12829121,21.35105119,31.35439342,31.17564574,30.83959938,40.62012955,41.28113588,41.46149602,50.95199043,51.2274786,50.88375923,60.53288214,61.19019396,60.56981533,71.26211129,70.92657169,70.73075988,80.67880696,80.96375695,80.96851298,90.86269793,90.80210872,91.49226359,101.4044059,101.4522629,101.4885676,111.3950512,111.3241388,111.4877623,120.5106001,121.4821195,120.8731067,130.9325932,131.3312511,130.6397787,141.1116158,141.3933011,141.365582,150.8128456,150.9825536,151.3590688,1.956765037,2.222355921,1.579380531,0.180281126,3.278525785,3.776909177,3.558980808,0.239944746,4.752504342,4.301303348,4.157689385,0.032386078,5.887063907,5.566969217,6.089891735,0.472975036,6.348052317,6.363150914,6.600183415,-0.243677704,7.362892566,7.420992572,7.913597344,0.251785294,8.187853364,7.893751848,8.065186057,-0.06268241,8.8303557,9.055588396,8.572562627,0.059741161,1.593102384,1.484487799,1.395674545,0.480669987,3.051810183,2.842613485,3.296240058,0.389575662,4.020279013,4.230245312,3.683800822,0.03018328,5.023675456,4.589238566,4.823950351,0.579019327
